datetime,time,open,high,low,close,volume
2026-03-19 09:15:00,09:15:00,140.95,185.6,140.9,166.3,544245
2026-03-19 09:20:00,09:20:00,186.4,191.6,179.9,181.3,389155
2026-03-19 09:25:00,09:25:00,158.0,159.65,155.5,155.95,169975
2026-03-19 09:30:00,09:30:00,174.35,175.55,168.4,174.85,533910
2026-03-19 09:35:00,09:35:00,150.9,156.0,150.0,152.25,109850
2026-03-19 09:40:00,09:40:00,159.0,162.95,158.15,162.35,242840
2026-03-19 09:45:00,09:45:00,163.1,163.5,160.2,163.25,144625
2026-03-19 09:50:00,09:50:00,156.65,158.3,155.05,156.75,114725
2026-03-19 09:55:00,09:55:00,154.0,158.35,152.7,158.05,144690
2026-03-19 10:00:00,10:00:00,157.4,157.6,154.45,155.65,102635
2026-03-19 10:05:00,10:05:00,159.25,161.65,159.05,161.15,107770
2026-03-19 10:10:00,10:10:00,161.3,161.9,156.95,158.55,110825
2026-03-19 10:15:00,10:15:00,133.15,133.65,129.45,131.8,131365
2026-03-19 10:20:00,10:20:00,149.0,151.95,148.5,150.95,87165
2026-03-19 10:25:00,10:25:00,156.3,160.4,156.3,160.4,243100
2026-03-19 10:30:00,10:30:00,142.65,144.45,141.5,143.0,49075
2026-03-19 10:35:00,10:35:00,161.5,164.65,161.5,162.5,111865
2026-03-19 10:40:00,10:40:00,177.5,178.0,174.15,175.4,295035
2026-03-19 10:45:00,10:45:00,178.75,178.9,174.7,177.85,168285
2026-03-19 10:50:00,10:50:00,168.05,173.9,166.75,173.3,134225
2026-03-19 10:55:00,10:55:00,147.95,147.95,142.55,143.75,67470
2026-03-19 11:00:00,11:00:00,159.8,160.9,155.15,155.9,199355
2026-03-19 11:05:00,11:05:00,155.25,155.6,151.8,154.1,203970
2026-03-19 11:10:00,11:10:00,133.7,135.9,133.15,135.55,31070
2026-03-19 11:15:00,11:15:00,147.95,149.4,144.2,144.3,248105
2026-03-19 11:20:00,11:20:00,168.55,170.5,168.3,168.7,38415
2026-03-19 11:25:00,11:25:00,153.1,154.15,152.75,154.0,81965
2026-03-19 11:30:00,11:30:00,149.25,152.55,148.75,151.6,92105
2026-03-19 11:35:00,11:35:00,153.8,154.65,153.2,154.6,90415
2026-03-19 11:40:00,11:40:00,151.45,152.0,149.75,151.45,123175
2026-03-19 11:45:00,11:45:00,153.4,155.0,152.6,153.55,29575
2026-03-19 11:50:00,11:50:00,154.55,154.9,152.2,154.15,44135
2026-03-19 11:55:00,11:55:00,152.3,153.15,150.0,152.0,86580
2026-03-19 12:00:00,12:00:00,150.2,150.2,146.4,148.0,144625
2026-03-19 12:05:00,12:05:00,148.3,148.9,147.0,148.7,61360
2026-03-19 12:10:00,12:10:00,147.85,149.95,147.55,148.4,62270
2026-03-19 12:15:00,12:15:00,180.3,180.95,177.55,180.95,118105
2026-03-19 12:20:00,12:20:00,162.05,162.7,155.3,155.75,211380
2026-03-19 12:25:00,12:25:00,152.95,155.85,151.6,155.5,232440
2026-03-19 12:30:00,12:30:00,155.4,158.75,154.55,155.5,130130
2026-03-19 12:35:00,12:35:00,151.5,152.95,149.75,152.45,76505
2026-03-19 12:40:00,12:40:00,153.0,153.4,150.15,150.25,73645
2026-03-19 12:45:00,12:45:00,149.7,152.05,149.5,152.05,98020
2026-03-19 12:50:00,12:50:00,162.0,163.95,158.5,158.5,200785
2026-03-19 12:55:00,12:55:00,163.2,163.4,159.15,160.35,164125
2026-03-19 13:00:00,13:00:00,158.45,158.45,155.5,156.85,79105
2026-03-19 13:05:00,13:05:00,147.8,148.0,145.3,147.4,144105
2026-03-19 13:10:00,13:10:00,148.45,153.0,143.45,143.45,252720
2026-03-19 13:15:00,13:15:00,137.05,137.95,135.65,137.0,212290
2026-03-19 13:20:00,13:20:00,137.05,138.6,136.65,138.2,69160
2026-03-19 13:25:00,13:25:00,133.7,136.2,133.5,134.0,98410
2026-03-19 13:30:00,13:30:00,130.3,134.65,129.7,132.9,166205
2026-03-19 13:35:00,13:35:00,129.5,131.5,129.35,130.45,64805
2026-03-19 13:40:00,13:40:00,134.65,136.1,132.4,133.45,204360
2026-03-19 13:45:00,13:45:00,135.5,136.0,134.1,134.45,102960
2026-03-19 13:50:00,13:50:00,133.2,134.95,133.15,134.4,39910
2026-03-19 13:55:00,13:55:00,116.0,116.0,113.35,113.95,27040
2026-03-19 14:00:00,14:00:00,122.2,125.3,121.65,124.1,112515
2026-03-19 14:05:00,14:05:00,96.55,97.65,95.95,96.8,66430
2026-03-19 14:10:00,14:10:00,107.15,108.6,105.3,107.25,213395
2026-03-19 14:15:00,14:15:00,109.15,113.25,108.1,112.8,172575
2026-03-19 14:20:00,14:20:00,130.8,131.45,129.0,131.0,57785
2026-03-19 14:25:00,14:25:00,114.9,114.9,111.7,112.85,132860
2026-03-19 14:30:00,14:30:00,110.0,112.25,109.65,111.5,86905
2026-03-19 14:35:00,14:35:00,112.35,113.55,111.8,111.9,75400
2026-03-19 14:40:00,14:40:00,108.9,111.0,108.05,110.8,81185
2026-03-19 14:45:00,14:45:00,94.5,94.6,92.75,93.55,76180
2026-03-19 14:50:00,14:50:00,99.8,100.2,97.35,99.25,179010
2026-03-19 14:55:00,14:55:00,79.0,81.05,71.75,71.75,172575
2026-03-19 15:00:00,15:00:00,94.9,95.55,93.15,95.25,144690
2026-03-19 15:05:00,15:05:00,88.35,88.8,86.0,86.5,169715
2026-03-19 15:10:00,15:10:00,90.2,93.0,89.6,92.05,201565
2026-03-19 15:15:00,15:15:00,109.65,111.55,108.85,110.95,178490
2026-03-19 15:20:00,15:20:00,118.6,129.05,117.95,128.45,533325
2026-03-19 15:25:00,15:25:00,126.85,127.75,125.0,126.95,186420
2026-03-20 09:15:00,09:15:00,179.25,195.9,163.2,190.05,1755845
2026-03-20 09:20:00,09:20:00,163.95,174.2,163.3,171.0,686335
2026-03-20 09:25:00,09:25:00,196.05,199.85,194.65,195.05,318370
2026-03-20 09:30:00,09:30:00,186.2,186.6,180.65,180.7,601705
2026-03-20 09:35:00,09:35:00,177.6,180.15,167.65,169.0,600405
2026-03-20 09:40:00,09:40:00,184.0,184.85,174.3,174.3,704990
